Age,Income,MonthsEmployed,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,CreditScore
49,508598,120,0.46102193519571044,Undergraduate,Unemployed,Single,0,1,Other-Miscellaneous,0,850
24,48923,120,0.340202614225512,Secondary,Salaried,Single,1,1,Business,0,579
69,95728,120,0.18230911682714918,Primary,Salaried,Single,1,1,Education,0,632
58,336107,120,0.4778983031668882,Undergraduate,Salaried,Divorced/Widowed,0,1,Home Improvement,1,807
50,464028,120,0.07895440428334095,Secondary,Unemployed,Married,0,0,Debt Consolidation,1,850
57,188106,120,0.5206106328650588,Primary,Salaried,Single,1,0,Home Improvement,0,699
56,65923,120,0.37931793276958287,Undergraduate,Salaried,Single,0,0,Home Improvement,1,615
35,109336,120,0.17076177046919955,Postgraduate,Salaried,Single,1,1,Debt Consolidation,1,562
57,112822,120,0.65310575059654,Undergraduate,Self-Employed,Married,1,0,Home Improvement,1,600
18,116065,120,0.477818755007308,Secondary,Unemployed,Married,1,1,Home Improvement,0,626
28,36899,120,0.5458666232896175,Secondary,Salaried,Married,0,1,Other-Miscellaneous,0,467
45,270516,120,0.3442135185088735,Primary,Salaried,Single,1,1,Education,1,767
74,109937,120,0.10543354327318324,Undergraduate,Self-Employed,Married,1,1,Debt Consolidation,0,704
42,55393,120,0.12990129580638732,Undergraduate,Self-Employed,Married,0,1,Business,0,635
67,66256,120,0.10074863366249999,Secondary,Salaried,Married,1,1,Business,0,637
40,122501,120,0.5870960057287666,Undergraduate,Unemployed,Single,1,1,Business,0,545
48,32134,120,0.10697736483595692,Undergraduate,Salaried,Single,0,1,Debt Consolidation,1,580
47,199336,120,0.23245518200051624,Undergraduate,Self-Employed,Married,1,1,Debt Consolidation,0,633
59,119107,24,0.15829687951945207,Undergraduate,Unemployed,Divorced/Widowed,0,1,Debt Consolidation,0,491
52,345432,120,0.5801101287010954,Undergraduate,Self-Employed,Married,1,1,Debt Consolidation,0,776
24,105036,120,0.576344746439969,Undergraduate,Salaried,Married,1,1,Other-Miscellaneous,0,506
33,41431,120,0.045583286139946055,Undergraduate,Contract-Part-time,Single,1,1,Education,0,579
43,37864,120,0.47152242492796453,Undergraduate,Unemployed,Married,1,0,Business,0,446
65,72217,120,0.05733128742930962,Secondary,Salaried,Single,1,0,Other-Miscellaneous,0,564
74,78596,120,0.33139793003714196,Secondary,Salaried,Single,1,1,Debt Consolidation,1,588
69,62704,120,0.46979722868294144,Secondary,Salaried,Single,1,1,Debt Consolidation,1,548
66,109401,120,0.14754071223597237,Undergraduate,Self-Employed,Single,0,0,Business,0,626
19,61444,120,0.20666032856490185,Undergraduate,Self-Employed,Married,1,0,Education,1,541
18,120978,120,0.14431412466583016,Undergraduate,Self-Employed,Single,1,1,Other-Miscellaneous,0,667
65,65087,120,0.17437398333201495,Secondary,Contract-Part-time,Single,0,1,Other-Miscellaneous,0,614
29,163629,120,0.1796536226722032,Undergraduate,Salaried,Married,1,1,Debt Consolidation,0,662
22,77027,120,0.042135127983983826,Secondary,Unemployed,Single,0,1,Home Improvement,0,616
54,267524,120,0.17368371015596176,Secondary,Self-Employed,Single,0,1,Other-Miscellaneous,0,725
49,166347,120,0.4065039153611036,Undergraduate,Contract-Part-time,Single,0,1,Education,0,703
72,115251,120,0.06478434166527887,Secondary,Salaried,Single,0,0,Education,1,654
26,83604,12,0.6750454426586102,Undergraduate,Contract-Part-time,Single,0,1,Debt Consolidation,0,465
58,29283,120,0.09015721020595406,Undergraduate,Contract-Part-time,Married,1,0,Education,0,601
52,305846,120,0.7011289345085295,Undergraduate,Self-Employed,Single,0,1,Other-Miscellaneous,0,714
36,57261,120,0.19978867666202269,Secondary,Contract-Part-time,Married,1,1,Debt Consolidation,1,607
65,106147,120,0.18769332124043053,Secondary,Salaried,Divorced/Widowed,0,0,Debt Consolidation,0,629
33,129967,120,0.1878940396088435,Primary,Salaried,Married,0,0,Other-Miscellaneous,0,684
20,85236,120,0.5917254339129379,Undergraduate,Unemployed,Single,0,0,Education,0,645
37,291758,120,0.1637895631000041,Secondary,Salaried,Married,1,1,Home Improvement,0,729
41,37156,120,0.39879466976753175,Undergraduate,Contract-Part-time,Single,1,1,Debt Consolidation,0,545
71,395200,120,0.14108264380606814,Secondary,Salaried,Married,1,0,Debt Consolidation,0,850
73,168931,120,0.2237600474025397,Secondary,Self-Employed,Married,1,1,Debt Consolidation,0,680
50,81053,120,0.4561799783021063,Secondary,Salaried,Married,0,1,Other-Miscellaneous,0,561
41,81782,120,0.14478567588298646,Undergraduate,Unemployed,Single,0,0,Debt Consolidation,0,574
69,16756,120,0.3835024560154777,Undergraduate,Salaried,Single,0,0,Home Improvement,1,452
28,50081,120,0.4767756123454268,Secondary,Self-Employed,Divorced/Widowed,1,1,Other-Miscellaneous,0,543
66,74375,96,0.41087660637069207,Secondary,Contract-Part-time,Single,1,1,Education,0,466
25,113650,120,0.18708366740620905,Secondary,Salaried,Divorced/Widowed,1,1,Debt Consolidation,0,659
53,270401,120,0.3586688704887711,Undergraduate,Salaried,Divorced/Widowed,0,0,Other-Miscellaneous,1,730
55,503851,120,0.5455365438207525,Undergraduate,Unemployed,Married,0,1,Business,0,850
57,122738,120,0.5535780459412449,Secondary,Self-Employed,Single,1,1,Other-Miscellaneous,0,662
37,116365,120,0.24205677217691896,Secondary,Salaried,Married,0,0,Home Improvement,0,623
52,66683,120,0.6100082131918931,Undergraduate,Self-Employed,Married,1,1,Other-Miscellaneous,1,535
65,25032,120,0.3934054152917051,Undergraduate,Self-Employed,Married,0,1,Home Improvement,1,520
42,60801,120,0.2227342222288276,Undergraduate,Salaried,Married,1,1,Home Improvement,0,561
52,83750,120,0.2984976519658699,Primary,Salaried,Single,0,1,Other-Miscellaneous,1,636
42,215413,120,0.3452843906544778,Undergraduate,Unemployed,Divorced/Widowed,1,0,Education,0,607
46,149583,12,0.19538659487208662,Undergraduate,Contract-Part-time,Married,1,1,Debt Consolidation,0,638
35,117858,120,0.10582348899482966,Secondary,Salaried,Single,0,1,Debt Consolidation,0,683
63,62029,120,0.09680038850513643,Secondary,Unemployed,Single,1,1,Debt Consolidation,0,611
35,20217,120,0.17870959027052263,Undergraduate,Self-Employed,Married,0,1,Business,1,557
19,21217,120,0.7451731196268633,Secondary,Self-Employed,Married,1,1,Debt Consolidation,0,494
71,26082,120,0.18383535132360768,Undergraduate,Self-Employed,Single,1,1,Business,0,470
52,78150,120,0.21325726966632086,Undergraduate,Contract-Part-time,Single,0,0,Other-Miscellaneous,1,581
33,218651,120,0.36453436271074463,Undergraduate,Contract-Part-time,Single,0,1,Debt Consolidation,0,730
58,213983,120,0.2948994597087619,Undergraduate,Self-Employed,Married,1,1,Debt Consolidation,1,688
53,186273,120,0.2594713907488774,Undergraduate,Salaried,Married,0,1,Home Improvement,0,637
50,65376,120,0.5155504765835374,Primary,Unemployed,Single,0,1,Education,0,423
21,246572,120,0.6036716935999991,Undergraduate,Self-Employed,Married,1,1,Business,0,688
50,46870,120,0.5067572715815407,Undergraduate,Salaried,Married,1,0,Other-Miscellaneous,0,466
31,195382,120,0.47269106895037644,Undergraduate,Self-Employed,Divorced/Widowed,1,1,Debt Consolidation,1,686
38,25857,120,0.20561637879578926,Secondary,Salaried,Divorced/Widowed,1,1,Other-Miscellaneous,0,489
65,38496,120,0.26562189044710194,Secondary,Unemployed,Married,0,1,Debt Consolidation,0,533
37,370308,120,0.16014070617890133,Undergraduate,Salaried,Single,0,1,Debt Consolidation,0,850
73,83862,120,0.09214839019829296,Undergraduate,Unemployed,Married,1,0,Debt Consolidation,0,646
25,57252,120,0.3105698742335579,Secondary,Self-Employed,Married,0,1,Business,0,591
24,238519,120,0.2489111663015504,Undergraduate,Salaried,Single,0,1,Debt Consolidation,0,702
20,261423,120,0.3199746173725488,Undergraduate,Self-Employed,Married,0,0,Home Improvement,1,783
34,69799,120,0.17032110989366797,Undergraduate,Salaried,Married,1,1,Business,0,601
50,123348,120,0.22789586428201167,Secondary,Self-Employed,Married,0,1,Debt Consolidation,1,749
65,110142,120,0.3475327510770511,Primary,Salaried,Married,1,1,Other-Miscellaneous,0,555
29,10283,120,0.44914767444371456,Undergraduate,Salaried,Married,0,1,Other-Miscellaneous,0,555
68,32315,120,0.4303748294946662,Secondary,Salaried,Single,1,0,Business,0,472
39,209777,120,0.30456891245138124,Secondary,Salaried,Married,0,0,Debt Consolidation,1,711
72,50711,120,0.5912066790384257,Secondary,Salaried,Divorced/Widowed,1,1,Debt Consolidation,0,432
39,150824,120,0.09205903906638357,Undergraduate,Salaried,Married,0,1,Other-Miscellaneous,0,755
63,121836,120,0.44376530539052456,Undergraduate,Salaried,Married,0,1,Debt Consolidation,0,572
47,261018,120,0.3656725364963885,Secondary,Self-Employed,Single,0,1,Other-Miscellaneous,1,674
55,33155,120,0.1714650562818172,Secondary,Unemployed,Single,1,1,Debt Consolidation,0,599
55,135315,120,0.1817956975054072,Undergraduate,Salaried,Married,1,1,Other-Miscellaneous,1,566
62,93682,120,0.20817110626691102,Undergraduate,Unemployed,Married,1,1,Debt Consolidation,0,618
68,52479,120,0.21506975038922155,Secondary,Self-Employed,Single,0,1,Other-Miscellaneous,1,554
71,52185,48,0.5366524875422508,Undergraduate,Salaried,Single,1,1,Debt Consolidation,1,501
25,118419,120,0.1713230723073476,Undergraduate,Self-Employed,Single,1,1,Debt Consolidation,0,748
44,163364,120,0.1211077126111181,Postgraduate,Salaried,Married,1,1,Debt Consolidation,0,708
44,103868,120,0.03777402943590052,Primary,Salaried,Divorced/Widowed,0,1,Debt Consolidation,0,733
51,106486,120,0.4009965328445251,Secondary,Self-Employed,Married,0,0,Debt Consolidation,1,549
38,66250,120,0.23259854984477832,Secondary,Unemployed,Married,1,1,Debt Consolidation,0,629
47,69860,120,0.20538424891250726,Postgraduate,Contract-Part-time,Single,1,0,Debt Consolidation,1,559
50,52366,96,0.07779547939133376,Postgraduate,Salaried,Married,1,1,Home Improvement,0,604
45,65193,120,0.5993009987738283,Secondary,Contract-Part-time,Married,0,1,Home Improvement,1,433
64,158853,120,0.2725698934228239,Secondary,Unemployed,Married,1,1,Business,0,662
50,173706,120,0.12335923039255242,Undergraduate,Salaried,Single,1,0,Home Improvement,0,705
22,35571,120,0.2833329843384558,Secondary,Unemployed,Married,0,0,Debt Consolidation,0,567
65,48187,48,0.44110826708375084,Secondary,Salaried,Married,0,0,Other-Miscellaneous,1,511
36,55920,120,0.2427560373538014,Undergraduate,Unemployed,Married,1,1,Other-Miscellaneous,1,497
21,93785,120,0.6204778186193578,Undergraduate,Salaried,Married,0,1,Other-Miscellaneous,1,532
52,25680,120,0.17624850262811087,Postgraduate,Unemployed,Single,0,0,Home Improvement,0,619
66,48867,96,0.3776644223352928,Undergraduate,Salaried,Single,0,0,Home Improvement,0,634
34,32582,120,0.0344969273996927,Secondary,Salaried,Divorced/Widowed,0,0,Home Improvement,0,575
61,135996,120,0.09492771659748378,Secondary,Self-Employed,Married,1,0,Home Improvement,0,665
45,96399,120,0.3216744030729576,Undergraduate,Self-Employed,Divorced/Widowed,1,0,Business,1,592
47,68183,120,0.24810241507844816,Secondary,Self-Employed,Single,1,1,Other-Miscellaneous,0,643
46,42166,120,0.34897591647449905,Undergraduate,Contract-Part-time,Married,1,1,Debt Consolidation,0,516
63,69031,12,0.0570794175950266,Primary,Salaried,Married,1,1,Home Improvement,0,492
70,62833,120,0.3573352931705427,Postgraduate,Contract-Part-time,Single,1,1,Debt Consolidation,0,618
23,365029,120,0.23801455650574146,Postgraduate,Contract-Part-time,Single,0,1,Education,0,850
52,219172,24,0.29360347536720227,Primary,Salaried,Divorced/Widowed,1,0,Education,0,614
58,56808,120,0.056793744114577153,Primary,Unemployed,Divorced/Widowed,1,0,Education,1,649
54,112662,96,0.23029662413279037,Undergraduate,Unemployed,Divorced/Widowed,1,1,Home Improvement,0,650
41,210105,120,0.4297612390092919,Secondary,Self-Employed,Single,1,1,Education,0,664
46,56794,120,0.42143680843001063,Secondary,Salaried,Divorced/Widowed,1,1,Debt Consolidation,0,549
66,31771,120,0.20949932333944038,Secondary,Self-Employed,Married,1,1,Other-Miscellaneous,0,502
63,23447,120,0.45315918661726784,Postgraduate,Self-Employed,Married,1,1,Debt Consolidation,0,505
70,273160,120,0.12877897227121674,Postgraduate,Unemployed,Married,0,0,Other-Miscellaneous,0,743
48,84723,120,0.19935322388276275,Postgraduate,Salaried,Married,1,1,Debt Consolidation,0,629
52,124624,120,0.2285707312504798,Secondary,Salaried,Single,0,1,Business,1,628
50,62355,120,0.08644458489455152,Primary,Salaried,Divorced/Widowed,1,1,Debt Consolidation,0,577
69,35799,84,0.10345928049962455,Secondary,Unemployed,Divorced/Widowed,0,1,Debt Consolidation,0,624
38,41562,48,0.014307314144909369,Undergraduate,Salaried,Divorced/Widowed,0,0,Debt Consolidation,0,604
49,33764,120,0.07747919638732215,Secondary,Salaried,Divorced/Widowed,1,0,Other-Miscellaneous,1,510
40,194851,120,0.600400652152675,Undergraduate,Unemployed,Married,0,0,Debt Consolidation,0,592
50,325803,120,0.07818613476588189,Undergraduate,Salaried,Single,1,1,Home Improvement,0,850
20,101701,120,0.07040271212282248,Postgraduate,Self-Employed,Single,0,1,Other-Miscellaneous,0,732
35,29312,60,0.24059496416994694,Postgraduate,Salaried,Divorced/Widowed,1,0,Other-Miscellaneous,0,499
42,146864,120,0.31826342323706347,Undergraduate,Self-Employed,Single,0,1,Debt Consolidation,0,636
59,271573,120,0.13417531997047655,Undergraduate,Salaried,Married,0,1,Home Improvement,1,850
48,214772,120,0.40798688215792245,Secondary,Salaried,Divorced/Widowed,1,1,Other-Miscellaneous,1,655
71,96441,120,0.2143765508028913,Undergraduate,Self-Employed,Married,1,1,Education,0,630
20,81831,120,0.1984342798477725,Undergraduate,Salaried,Married,0,1,Home Improvement,1,622
57,95823,120,0.19090223753165772,Secondary,Contract-Part-time,Single,1,0,Home Improvement,0,641
63,263076,120,0.711442640275646,Undergraduate,Salaried,Divorced/Widowed,1,1,Debt Consolidation,0,704
41,181369,120,0.2551089814422316,Undergraduate,Salaried,Divorced/Widowed,1,1,Debt Consolidation,1,648
67,72503,120,0.49724942553954266,Primary,Self-Employed,Married,1,1,Other-Miscellaneous,0,490
49,71059,120,0.1573447522555742,Postgraduate,Self-Employed,Married,1,1,Debt Consolidation,0,511
64,67147,12,0.2904950909151976,Secondary,Self-Employed,Married,1,1,Education,0,429
39,42120,120,0.5822607087588976,Undergraduate,Salaried,Married,1,0,Debt Consolidation,0,516
40,291114,120,0.3409566516058335,Undergraduate,Salaried,Single,1,1,Other-Miscellaneous,1,733
19,52561,120,0.14191388982984768,Secondary,Salaried,Divorced/Widowed,1,1,Business,1,470
44,146125,120,0.3206446200494663,Secondary,Unemployed,Married,0,1,Debt Consolidation,1,646
59,58154,120,0.154249889406858,Undergraduate,Salaried,Married,1,1,Debt Consolidation,0,605
19,67387,120,0.4196407296068187,Secondary,Unemployed,Single,0,1,Home Improvement,0,557
43,90119,120,0.15529751739264527,Undergraduate,Salaried,Single,0,1,Education,0,585
34,152694,120,0.20043314854453395,Secondary,Salaried,Married,0,0,Other-Miscellaneous,1,650
57,80227,120,0.2608163208638301,Postgraduate,Self-Employed,Divorced/Widowed,0,1,Debt Consolidation,1,659
50,39681,120,0.14762092569211863,Secondary,Salaried,Married,1,1,Other-Miscellaneous,0,579
26,100234,120,0.05428947362996036,Undergraduate,Salaried,Married,0,1,Other-Miscellaneous,1,590
60,53458,120,0.5701216930275091,Secondary,Self-Employed,Single,1,0,Home Improvement,0,507
71,339446,120,0.356050002385592,Undergraduate,Salaried,Single,1,1,Other-Miscellaneous,0,816
65,80181,120,0.35448701598849713,Secondary,Salaried,Single,0,1,Education,1,676
56,57850,120,0.4472782819667763,Secondary,Unemployed,Married,0,1,Other-Miscellaneous,1,484
46,479184,72,0.19751921550975368,Undergraduate,Unemployed,Single,0,0,Home Improvement,0,850
59,178280,120,0.22952142483067678,Undergraduate,Salaried,Single,1,1,Business,0,690
72,48174,96,0.3356811749623585,Secondary,Salaried,Single,0,1,Other-Miscellaneous,0,527
43,52431,120,0.6897576660684247,Undergraduate,Salaried,Married,0,1,Debt Consolidation,0,456
52,144256,120,0.2776555088718005,Secondary,Salaried,Divorced/Widowed,0,1,Business,0,706
67,102209,120,0.10669576688102927,Primary,Contract-Part-time,Single,1,1,Home Improvement,0,660
42,201217,120,0.10289549005822415,Postgraduate,Unemployed,Single,0,1,Other-Miscellaneous,0,714
41,58096,120,0.4999664905562567,Secondary,Salaried,Divorced/Widowed,1,1,Home Improvement,1,527
30,172972,120,0.1847825804975863,Postgraduate,Self-Employed,Divorced/Widowed,1,0,Debt Consolidation,0,660
24,16471,120,0.036245716148752286,Undergraduate,Salaried,Married,0,1,Debt Consolidation,1,616
74,87242,120,0.2601285682195729,Undergraduate,Self-Employed,Single,1,1,Other-Miscellaneous,0,576
53,60249,120,0.527102963046127,Secondary,Contract-Part-time,Married,0,0,Debt Consolidation,0,512
62,68594,120,0.022037645873329428,Undergraduate,Self-Employed,Married,0,1,Debt Consolidation,0,610
37,90916,120,0.16336468840410098,Primary,Self-Employed,Single,0,0,Debt Consolidation,0,589
18,245438,120,0.16556130624569998,Secondary,Self-Employed,Married,0,1,Education,0,705
25,39213,120,0.24539827234511657,Primary,Salaried,Single,1,1,Other-Miscellaneous,0,609
63,17146,120,0.1387784217427342,Undergraduate,Salaried,Married,0,0,Debt Consolidation,1,615
33,43025,120,0.32857091688774165,Undergraduate,Salaried,Single,1,1,Business,0,559
31,223674,120,0.23302672988927844,Undergraduate,Contract-Part-time,Single,1,1,Business,0,797
29,26476,120,0.16196424228891118,Undergraduate,Unemployed,Divorced/Widowed,0,1,Debt Consolidation,0,468
68,62470,120,0.16497638026691336,Undergraduate,Salaried,Single,0,1,Debt Consolidation,0,553
40,193234,120,0.08541667877866195,Secondary,Self-Employed,Single,0,1,Business,0,850
32,94207,120,0.15402600598264715,Secondary,Salaried,Single,1,1,Debt Consolidation,0,744
45,243522,120,0.020202769357890175,Postgraduate,Unemployed,Divorced/Widowed,1,1,Other-Miscellaneous,0,800
51,19381,120,0.2547447523156944,Secondary,Self-Employed,Divorced/Widowed,0,1,Business,1,526
19,76321,24,0.5464951947221653,Postgraduate,Contract-Part-time,Married,0,1,Home Improvement,1,434
